ISBN,Price,"US Rank","US Profit","CA Rank","CA Profit","UK Rank","UK Profit","DE Rank","DE Profit","FR Rank","FR Profit","IT Rank","IT Profit","ES Rank","ES Profit","MX Rank","MX Profit","IN Rank","IN Profit","JP Rank","JP Profit"
76714019003,,"Invalid ISBN Provided"
76714019003,,"Invalid ISBN Provided"
76714019003,,"Invalid ISBN Provided"
9780801025631,,"327,168",13.987598,"461,724",15.245598,"1,046,182",11.854098,"4,321,603",14.412598,"2,751,346",12.262098,-1,15.985098,-1,15.985098,-1,-2.595902,0,-1.8,"1,274,695",-2.595902
825703123043,,"489,015",-2.7140123,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8,-1,-2.7140123,0,-1.8
9780971983519,,"5,367,173",-1.7691299,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8
9780373716227,,"3,434,777",-2.595902,0,-1.8,"2,789,319",-2.595902,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8,-1,-2.595902,0,-1.8
9780062410320,,"17,506",6.258397,"426,016",12.310397,"957,471",7.456897,-1,8.910397,"93,461",9.386397,-1,7.966897,-1,8.570397,-1,174.507397,-1,-2.989603,-1,12.199897
9781501170621,,"74,280",6.1541568,"15,748",8.8656568,"657,566",-3.0683432,"35,979",7.1316568,"28,403",9.3586568,"32,890",6.9361568,"25,411",6.0776568,"22,823",173.9271568,"53,116",-3.0683432,"164,371",11.2371568
9780062410320,,"17,506",6.26,"426,016",12.31,"957,471",7.46,-1,8.91,"93,461",9.39,-1,7.97,-1,8.57,-1,174.51,-1,-2.99,-1,12.2
77731520404,,"Invalid ISBN Provided"
1586861042,,"Invalid ISBN Provided"
9780030662065,,"793,008",-2.0053505,0,-1.8,-1,-2.0053505,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8
65373003959,,"Invalid ISBN Provided"
9780495809296,,"498,883",-2.5171618,"337,252",-2.5171618,"3,664,264",71.6538382,"2,520,937",-2.5171618,"2,043,943",-2.5171618,-1,84.9903382,-1,86.0018382,-1,-2.5171618,-1,-2.5171618,"1,267,439",-2.5171618
829903518,,"Invalid ISBN Provided"
9781579216726,,"7,333,247",-5.3,0,-5.59,0,-6.69,0,-6.69,0,-6.69,0,-6.69,0,-6.69,-1,-6.7,0,-6.69,0,-6.69
B007EV0BAM,,"Invalid ISBN Provided"
B000ND7MM8,,"Invalid ISBN Provided"
B002359RP4,,"Invalid ISBN Provided"
B004X76BW2,,"Invalid ISBN Provided"
B000LPAE64,,"Invalid ISBN Provided"
B000BWMPV4,,"Invalid ISBN Provided"
B000BWMPV4,,"Invalid ISBN Provided"
B007T2OQS4,,"Invalid ISBN Provided"
B00B2CIX68,,"Invalid ISBN Provided"
B007T29U12,,"Invalid ISBN Provided"
B000UTJPPM,,"Invalid ISBN Provided"
B000UTJPPM,,"Invalid ISBN Provided"
153349735,,"Invalid ISBN Provided"
607113465X,,"Invalid ISBN Provided"
1250093457,,"Invalid ISBN Provided"
7100111641,,"Invalid ISBN Provided"
B00AA9X2Q0,,"Invalid ISBN Provided"
717201376,,"Invalid ISBN Provided"
B000B75N72,,"Invalid ISBN Provided"
B000L04GAY,,"Invalid ISBN Provided"
B000E0G8ZW,,"Invalid ISBN Provided"
882791028,,"Invalid ISBN Provided"
B0014CF6KC,,"Invalid ISBN Provided"
B000RWIT6S,,"Invalid ISBN Provided"
2908357003,,"Invalid ISBN Provided"
B011C9K4I0,,"Invalid ISBN Provided"
70246254,,"Invalid ISBN Provided"
B000F3S7KW,,"Invalid ISBN Provided"
717201376,,"Invalid ISBN Provided"
B00125EFUI,,"Invalid ISBN Provided"
B073QNYKW9,,"Invalid ISBN Provided"
263132005,,"Invalid ISBN Provided"
026311970X,,"Invalid ISBN Provided"
8486448115,,"Invalid ISBN Provided"
396069916,,"Invalid ISBN Provided"
B0017JC2YK,,"Invalid ISBN Provided"
394493451,,"Invalid ISBN Provided"
9781615243655,,"1,612,479",-5.1155884,"1,455,248",-5.1155884,"6,436,509",-5.1155884,-1,-5.1155884,-1,-5.1155884,-1,-5.1155884,-1,-5.1155884,-1,-5.1155884,-1,-5.1155884,-1,-5.1155884
679743464,,"Invalid ISBN Provided"
9780609810347,,"9,541",8.0653382,"4,620",14.3128382,"566,831",-2.5171618,"25,946",8.9578382,"54,529",9.0513382,"48,995",6.8583382,"86,378",8.6348382,"163,606",176.0593382,"164,006",-2.5171618,"80,653",12.5703382
800708865,,"Invalid ISBN Provided"
9780953567003,,-1,-2.7140123,0,-1.8,"4,082,619",-2.7140123,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8
871061406,,"Invalid ISBN Provided"
9781934009154,,"24,673",14.8975588,"246,467",-2.2809412,"132,918",14.0050588,"1,016,470",16.9800588,"2,113,137",16.4275588,"282,522",18.7225588,"1,245,201",16.4445588,-1,327.5615588,"689,670",-2.2809412,"894,155",23.1340588
9780312953980,,"430,872",-2.7927525,"259,986",6.660598,"7,497,588",-2.7927525,"444,654",5.054098,"726,098",4.348598,-1,4.841598,-1,4.841598,0,-1.8,0,-1.8,"1,699,742",-2.595902
B001UID0Z8,,"Invalid ISBN Provided"
B01E0D7UQY,,"Invalid ISBN Provided"
975970976,,"Invalid ISBN Provided"
B000GS936I,,"Invalid ISBN Provided"
690462530,,"Invalid ISBN Provided"
B00F5L2Q3S,,"Invalid ISBN Provided"
B0006XIRK6,,"Invalid ISBN Provided"
B01N7YQWX4,,"Invalid ISBN Provided"
B00DTO64SQ,,"Invalid ISBN Provided"
B00DTO64SQ,,"Invalid ISBN Provided"
8956608393,,"Invalid ISBN Provided"
9780615439877,,"736,672",10.0019877,"486,833",-2.7140123,"1,073,438",6.5339877,"760,689",8.7609877,"443,132",8.1999877,"1,315,538",7.7664877,"1,038,872",7.8769877,0,-1.8,0,-1.8,"988,055",12.5264877
9780316610001,,"6,385",9.5559362,"14,964",21.9914362,"435,618",13.7039362,"267,307",16.6874362,"71,119",16.7639362,"417,650",16.9424362,"175,584",16.9424362,"62,634",243.5779362,"261,589",-3.3045638,"779,444",23.2919362
451147367,,"Invalid ISBN Provided"
895554372,,"Invalid ISBN Provided"
9780673552518,,"19,902,624",-1.7691299,0,-1.8,-1,-1.7691299,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8
9788579142826,,"10,671,984",-2.3990515,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8,0,-1.8
70993003951,,"Invalid ISBN Provided"
194525601X,,"Invalid ISBN Provided"
442848315,,"Invalid ISBN Provided"
