ISBN,Price,"US Rank","US Profit","CA Rank","CA Profit","UK Rank","UK Profit","DE Rank","DE Profit","FR Rank","FR Profit","IT Rank","IT Profit","ES Rank","ES Profit","MX Rank","MX Profit","IN Rank","IN Profit","JP Rank","JP Profit"
9780761125181,$2.00,"116,043",0.77,"273,655",4.41,"280,036",-1.46,"387,500",-0.88,"160,492",-0.46,"320,031",0.86,"148,410",0.86,"229,239",-7.41,0,-6.94,"327,674",-0.49
9780761155256,$1.50,"382,251",2.46,"313,902",4.83,"197,089",-1.46,"247,393",-1.35,"125,455",0.24,0,-6.94,0,-6.94,0,-6.94,"351,165",-7.41,"119,065",-7.41
9781402774188,$2.00,"1,418,130",-4.6185,"2,653,870",-4.8685,0,-5.96,0,-5.96,0,-5.96,-1,-5.9685,-1,-5.9685,0,-5.96,0,-5.96,-1,-5.9685
9781250060747,$5.50,"421,835",5.41,"706,129",16.86,"1,886,181",-6.37,0,-6.69,0,-6.69,0,-6.69,0,-6.69,0,-6.69,0,-6.69,0,-6.69
9781783938988,$3.00,-1,-7,0,-5.84,0,-6.94,0,-6.94,0,-6.94,0,-6.94,0,-6.94,0,-6.94,0,-6.94,0,-6.94
9780743255387,$3.50,"7,533,843",-7,"337,868",4.83,-1,-8.4,"1,782,590",0.36,"2,306,705",2.14,"438,004",1.93,-1,1.93,-1,181.25,-1,-8.4,"2,330,828",-8.4
9780743293211,$3.50,"6,746,234",-7,"85,421",7.62,"4,525,688",1.5,"2,343,441",1.84,"2,187,317",3.23,-1,1.02,-1,3.69,0,-6.94,"941,152",-6.95,-1,-6.95
9780684829647,$3.50,"853,816",5.75,"765,322",8,"8,584,810",1.16,"2,309,804",-0.55,"2,403,480",3.14,"1,426,962",-8.4,-1,-8.4,0,-6.94,0,-6.94,-1,-8.4
9780062430038,$2.00,"335,684",1.42,0,-5.84,"1,359,286",2.65,0,-6.94,"219,408",-1.34,0,-6.94,0,-6.94,0,-6.94,0,-6.94,0,-6.94
9780545823418,$2.00,"2,554,098",1.29,0,-5.84,-1,-0.63,0,-6.94,0,-6.94,0,-6.94,0,-6.94,0,-6.94,0,-6.94,-1,0.4
9780545849388,$1.50,"2,182,539",-1.9,0,-5.84,-1,-6.95,0,-6.94,0,-6.94,0,-6.94,0,-6.94,0,-6.94,0,-6.94,-1,-6.95
9780765390875,$2.75,"1,042,043",3.7965,0,-4.86,"2,465,652",4.3505,"1,456,898",1.1545,0,-5.96,0,-5.96,0,-5.96,0,-5.96,0,-5.96,0,-5.96
9780310348863,$3.25,"279,405",3.54,"506,005",11.86,"1,675,725",2.65,"1,597,090",0.41,"823,507",5.7,0,-6.94,"949,962",4.83,0,-6.94,0,-6.94,-1,9.46
9781447294610,$1.25,"3,829,198",5.3085,0,-4.86,"165,483",0.771,0,-5.96,0,-5.96,0,-5.96,0,-5.96,0,-5.96,0,-5.96,0,-5.96
9780374521387,$2.00,-1,-5.55,"282,122",5.09,"520,271",-1.03,"178,556",2.65,"267,572",2.5,"130,519",2.35,"789,777",1.93,0,-6.94,"305,720",-8.4,"306,146",3.66
9780399174469,$3.25,"446,559",6.81,"253,351",-7.3,"1,409,551",-8.4,"722,311",1.86,0,-6.94,0,-6.94,0,-6.94,0,-6.94,"980,590",-8.4,"805,384",-8.4
9781481442060,$1.50,"7,423,060",8.3,0,-5.84,-1,2.97,0,-6.94,0,-6.94,0,-6.94,0,-6.94,0,-6.94,0,-6.94,0,-6.94
9781783930036,$2.00,-1,-5.55,0,-5.84,0,-6.94,0,-6.94,0,-6.94,0,-6.94,0,-6.94,0,-6.94,0,-6.94,0,-6.94
9781599909585,$3.25,"2,769,545",3.35,"1,391,766",8.01,"4,996,036",2.52,"3,431,199",-0.95,0,-6.94,-1,4.83,-1,3.99,0,-6.94,0,-6.94,0,-6.94
9781780655345,$2.00,"Invalid ISBN Provided"
9780743470797,$1.75,"665,175",1.01,"344,740",8.67,"577,373",0.99,"104,558",-0.39,"181,837",3.74,-1,2.23,"261,773",3.24,"174,618",122.93,0,-6.94,"1,394,952",-6.95
9781416955061,$3.00,"959,395",4.05,"1,952,988",2.91,"736,082",3.15,0,-6.94,0,-6.94,0,-6.94,0,-6.94,-1,-8.4,0,-6.94,-1,8.72
9780064401432,$1.50,"175,856",-0.11,"324,198",1.73,"3,003,040",-1.79,"1,732,004",-1.57,"1,724,585",-0.94,"556,673",-0.88,-1,-1.58,-1,-6.95,0,-6.94,"514,054",0.91
9780892969715,$1.50,"608,322",5.86,0,-5.84,0,-6.94,0,-6.94,0,-6.94,"1,339,476",3.34,"121,068",2.81,0,-6.94,-1,-7.41,0,-6.94
9780698114135,$1.75,"208,280",2.853,"2,996,747",5.2295,"4,667,064",-0.035500000000001,"273,102",-0.5285,0,-5.96,-1,1.061,"657,445",0.7125,0,-5.96,0,-5.96,"1,263,650",3.1265
9781101999745,$3.00,"265,812",4.37,0,-5.84,"4,553,727",-7.03,0,-6.94,0,-6.94,0,-6.94,0,-6.94,-1,-8.4,0,-6.94,0,-6.94
9781250070579,$2.25,"1,461,168",6.35,"1,007,051",8.57,"2,435,339",-1.9,0,-6.94,0,-6.94,0,-6.94,0,-6.94,-1,-6.95,0,-6.94,-1,5.45
9780470407448,$8.50,"847,631",12.97,"561,878",-7.83,"303,151",11.47,"2,343,388",7.13,-1,15.42,-1,17.1,"1,072,901",14.74,0,-6.69,-1,-8.93,"1,736,026",21.8
9781592536108,$5.00,"2,091,651",-7.39,"1,069,121",-7.69,"601,590",5.66,"1,283,409",2.46,"1,213,334",-8.79,-1,-8.79,"1,322,058",-8.79,0,-6.94,-1,-8.79,"2,526,120",-8.79
