UPC,PriceNet_$,,UPC
0081227935160,5.64,,00081227935160
0814647021775,10.08,,00814647021775
0856115004507,8.64,,00856115004507
0602557827798,11.39,,00602557827798
0078636648224,5.94,,00078636648224
0814867025911,8.57,,00814867025911
0731458679622,10.44,,00731458679622
0075678372926,8.64,,00075678372926
0602498804087,2.7,,00602498804087
0602517834866,5,,00602517834866
5099907041228,5,,05099907041228
0602547940513,9.13,,00602547940513
0602557591262,8.25,,00602557591262
0096802280405,13.22,,00096802280405
0889854591526,7.15,,00889854591526
0093624909187,17.07,,00093624909187
0888750215710,21.95,,00888750215710
0008811207328,2.7,,00008811207328
0696859969607,9.1,,00696859969607
0602557261639,11.39,,00602557261639
0849320019022,10.55,,00849320019022
0602527032160,11.39,,00602527032160
0869490000415,9.1,,00869490000415
0602537111992,10.44,,00602537111992
0889854806125,8.25,,00889854806125
0008811141325,5,,00008811141325
0791558448320,13.37,,00791558448320
0724385181528,5.23,,00724385181528
0050087128760,13.8,,00050087128760
0602557498448,23.1,,00602557498448
0602567800484,12.26,,00602567800484
0190295559489,13.26,,00190295559489
0888430565128,3.14,,00888430565128
0829421341888,26.3,,00829421341888
0078636779720,5.94,,00078636779720
0858978005202,6.4,,00858978005202
0602557265842,33.33,,00602557265842
5052946153024,10.44,,05052946153024
0786127301120,10.09,,00786127301120
0018771926429,8.25,,00018771926429
0093624904076,3.3,,00093624904076
0821826024878,9.1,,00821826024878
0731452028327,4.13,,00731452028327
0081227809423,7.14,,00081227809423
0602498268353,7.25,,00602498268353
0602498639238,5,,00602498639238
0602498616611,8.25,,00602498616611
0794043196386,10.44,,00794043196386
0050087387495,3.58,,00050087387495
0603497855827,10.6,,00603497855827
0887828043521,9.49,,00887828043521
0602567742630,10.44,,00602567742630
0081227992958,4.02,,00081227992958
0093624984306,5.64,,00093624984306
0886973873526,5.94,,00886973873526
0081227988036,4.02,,00081227988036
0094638242024,13.24,,00094638242024
0886974625629,3.14,,00886974625629
0602527247939,15.4,,00602527247939
0748337537027,9.76,,00748337537027
0602527394527,3.5,,00602527394527
0888072395152,16.64,,00888072395152
0889854987329,7.15,,00889854987329
0081227958435,13.26,,00081227958435
0602567399483,11.39,,00602567399483
0602527514161,3.5,,00602527514161
0889854721923,9.35,,00889854721923
0607396645220,11,,00607396645220
0093624910572,10.09,,00093624910572
0798576548520,11.81,,00798576548520
0602577144547,10.44,,00602577144547
0602537488612,13.22,,00602537488612
0610017169531,7.17,,00610017169531
0081227942403,10.6,,00081227942403
0190758589718,21.95,,00190758589718
0190758589626,100.69,,00190758589626
0050087388959,8.25,,00050087388959
0842812107245,8.25,,00842812107245
0084418013722,2.75,,00084418013722
0093624893523,10.09,,00093624893523
0889853328628,7.98,,00889853328628
0075678993244,7.85,,00075678993244
0190296946158,10.08,,00190296946158
0727361412609,10.08,,00727361412609
0857509005155,10.55,,00857509005155
0042282666826,2.7,,00042282666826
0724385031625,3.5,,00724385031625
0602527473260,3.5,,00602527473260
0886979711921,11.64,,00886979711921
0017046751513,13.8,,00017046751513
0602547411365,13.94,,00602547411365
0617465945021,9.13,,00617465945021
0634457871625,7.32,,00634457871625
0843930024810,11.39,,00843930024810
0602567143963,51.8,,00602567143963
0093624907848,17.6,,00093624907848
0081227978198,19.14,,00081227978198
0823134005020,10.23,,00823134005020
0190759011423,11.28,,00190759011423
0075678657672,13.26,,00075678657672
0602567404156,21.54,,00602567404156
0602498824047,18.44,,00602498824047
0766929996625,9.9,,00766929996625
0077774662826,6.67,,00077774662826
0075992580120,8.64,,00075992580120
0074644499629,8.25,,00074644499629
0602547503367,33.33,,00602547503367
0634904086824,12.6,,00634904086824
0603497857258,17.6,,00603497857258
0050087374655,8.25,,00050087374655
0602557534351,8.25,,00602557534351
0602567008972,21.54,,00602567008972
0602567089292,11.39,,00602567089292
0602567027409,11.57,,00602567027409
0823654812504,10.22,,00823654812504
0794043162336,9.3,,00794043162336
0603497855957,23.21,,00603497855957
0889854445829,7.15,,00889854445829
0083061105525,7.15,,00083061105525
0889854323318,8,,00889854323318
0602567229278,8.25,,00602567229278
0602577052460,11.39,,00602577052460
0888837198721,16.39,,00888837198721
0825646052462,6,,00825646052462
0602537204694,11.3,,00602537204694
0886973692110,17.93,,00886973692110
0093624971894,8.64,,00093624971894
0602557602333,9,,00602557602333
0724383197224,6.67,,00724383197224
0888750469120,11.28,,00888750469120
0074644785722,4.48,,00074644785722
0888751791527,9.35,,00888751791527
0074645736327,5.94,,00074645736327
0074645768427,5.94,,00074645768427
0720642414828,10.44,,00720642414828
0720642450420,2.7,,00720642450420
0075596051125,8.64,,00075596051125
0602557705171,8.25,,00602557705171
0008811154226,15.4,,00008811154226
0752830445819,9.1,,00752830445819
0602557958287,9,,00602557958287
0731453462625,2.7,,00731453462625
0075992510028,3.84,,00075992510028
0094633588028,21.54,,00094633588028
0008811194123,8.25,,00008811194123
0603497857029,11.34,,00603497857029
0730082607216,13,,00730082607216
0724352189908,10.09,,00724352189908
0724352403424,3.5,,00724352403424
0008811290528,3.5,,00008811290528
0889854836115,14,,00889854836115
0696998020825,7.04,,00696998020825
0602498841020,3.5,,00602498841020
0602557142792,10,,00602557142792
0603497864539,8,,00603497864539
0081227947415,8.63,,00081227947415
0731383678622,10.63,,00731383678622
0885686931462,12.48,,00885686931462
0093624976349,26.66,,00093624976349
0078635227727,3.14,,00078635227727
0828765486026,5.94,,00828765486026
0705105671932,12.62,,00705105671932
0762183445022,8.69,,00762183445022
0812432010270,5.19,,00812432010270
0888072057616,8.43,,00888072057616
0081227964481,8.65,,00081227964481
0190758883625,10.07,,00190758883625
0848064007036,13.82,,00848064007036
0602537986743,11.39,,00602537986743
0724381822920,10.44,,00724381822920
0626570613558,9.1,,00626570613558
0075021537422,2.7,,00075021537422
0634904077921,10.63,,00634904077921
0888072033481,11.35,,00888072033481
0042284493529,3.5,,00042284493529
0081227833527,3.41,,00081227833527
0889854571924,9.35,,00889854571924
0889853985425,9.35,,00889853985425
0093624837626,5.64,,00093624837626
0602547270917,5,,00602547270917
0602537585892,10.44,,00602537585892
0602498639047,10.44,,00602498639047
0050087387297,10.44,,00050087387297
0721782955479,11.2,,00721782955479
0888072073272,10.73,,00888072073272
0826924146729,13.56,,00826924146729
0081227992897,3.3,,00081227992897
0888750569929,8.25,,00888750569929
0050087122645,4.84,,00050087122645
0602547308122,5,,00602547308122
0889854825225,9.35,,00889854825225
0888430369023,5.94,,00888430369023
0190758035123,12.54,,00190758035123
0084418098224,7.15,,00084418098224
0602527595320,6.67,,00602527595320
0074646573020,4.57,,00074646573020
0094638246626,17.88,,00094638246626
0889853582020,11.28,,00889853582020
0602567093916,8.8,,00602567093916
0075678664984,10.09,,00075678664984
0602557455304,12.39,,00602557455304
0602557991307,13,,00602557991307
0602567482239,11.57,,00602567482239
0008817039022,17.7,,00008817039022
0888751843318,77.37,,00888751843318
0886976555528,5.94,,00886976555528
0190758332024,9.35,,00190758332024
0673203113220,12.54,,00673203113220
0602547408129,10.44,,00602547408129
0888751875326,9.35,,00888751875326
0889854675325,7.15,,00889854675325
0810599020514,28.57,,00810599020514
0888751511910,15.46,,00888751511910
0074644659528,5.94,,00074644659528
0858978005271,11.83,,00858978005271
0889854466527,11.77,,00889854466527
0016861800925,5.64,,00016861800925
0731454394826,2.7,,00731454394826
0602537136766,21.54,,00602537136766
0731454869423,2.7,,00731454869423
0050086101276,6.67,,00050086101276
0075679041722,7.03,,00075679041722
0081227976545,3,,00081227976545
0050086120277,4.85,,00050086120277
0025041110921,11.68,,00025041110921
0602498802014,2.7,,00602498802014
0602498843406,5,,00602498843406
0602498884843,5,,00602498884843
0843930000791,5.68,,00843930000791
0602517687707,3.5,,00602517687707
0843930002900,15.32,,00843930002900
0094639679720,7.77,,00094639679720
0776974283274,11.86,,00776974283274
0602527870915,5,,00602527870915
0602527755281,5,,00602527755281
0050087130275,7.25,,00050087130275
0618321524527,11.68,,00618321524527
5099992841321,3.5,,05099992841321
0093624903307,10.09,,00093624903307
0889854561116,23.2,,00889854561116
0602557227512,30.95,,00602557227512
4050538383997,10.08,,04050538383997
0752830934443,9.1,,00752830934443
0050087386436,8.25,,00050087386436
0050086127177,6.67,,00050086127177
0602567318217,10.44,,00602567318217
0803020185920,10.08,,00803020185920
0888751843417,18.95,,00888751843417
0081227982089,4.02,,00081227982089
0731453239128,3.5,,00731453239128
0887254704515,18.88,,00887254704515
0192562787472,10.55,,00192562787472
0602537802371,5,,00602537802371
0602341015820,7.15,,00602341015820
0044006309026,6.67,,00044006309026
0602567372394,11.39,,00602567372394
0074643631020,3.14,,00074643631020
0602557611076,13.19,,00602557611076
0093624909194,7,,00093624909194
0888072031265,11.35,,00888072031265
0711297520521,9.1,,00711297520521
0603967171327,8.25,,00603967171327
0602567554318,10.44,,00602567554318
0888072053045,10.44,,00888072053045
0190758200521,9.35,,00190758200521
0602567702764,11.57,,00602567702764
0603497858170,17.6,,00603497858170
0190758414027,9.35,,00190758414027
0075678656637,10.09,,00075678656637
5034504168725,29.64,,05034504168725
0656605145020,10.63,,00656605145020
0790692247516,19.93,,00790692247516
0739027482079,14.07,,00739027482079
0701822966955,7.5,,00701822966955
0075678154126,6.23,,00075678154126
0743724169140,9.1,,00743724169140
0810488023251,9.9,,00810488023251
0887828042128,10.08,,00887828042128
0731453600324,3.5,,00731453600324
0858275041125,9.16,,00858275041125
0602567821557,9.83,,00602567821557
0192562868935,9.9,,00192562868935
0602557002003,8.25,,00602557002003
0889853328727,9.35,,00889853328727
0888430325524,11.39,,00888430325524
0191400002029,11.34,,00191400002029
0190295828318,11.34,,00190295828318
0081227828721,10.09,,00081227828721
0724359039725,8.25,,00724359039725
0889854702625,9.35,,00889854702625
0886978779823,3.14,,00886978779823
0602567584568,8.25,,00602567584568
0803020179325,10.63,,00803020179325
0888750891426,9.35,,00888750891426
0762183425420,8.69,,00762183425420
0889853491223,9.35,,00889853491223
0826663121056,5,,00826663121056
0673203111622,12.54,,00673203111622
0074646599624,5.94,,00074646599624
0050087304133,15.48,,00050087304133
0814908021995,10.09,,00814908021995
0050087384685,3.5,,00050087384685
0075678995088,10.09,,00075678995088
0696859309328,7.15,,00696859309328
0602498800348,18.44,,00602498800348
0813547026064,22.92,,00813547026064
0602537825752,17.63,,00602537825752
0602527950181,9,,00602527950181
0653738175924,9.9,,00653738175924
0829299181029,6.59,,00829299181029
0801213079995,15.32,,00801213079995
0020286226918,9.9,,00020286226918
0192562883778,11.68,,00192562883778
0190758196329,8.08,,00190758196329
0191402000122,11.34,,00191402000122
0603497924554,3.3,,00603497924554
0008811244620,8.3,,00008811244620
0602557261486,11.39,,00602557261486
0190295851170,14.77,,00190295851170
0190295847876,35.1,,00190295847876
0889854367725,9.35,,00889854367725
0748731708726,11.68,,00748731708726
0851147006932,10.73,,00851147006932
0025218843119,15.48,,00025218843119
0794043192289,10.44,,00794043192289
0602567052500,13.22,,00602567052500
0190295938482,10.09,,00190295938482
0075678660832,10.09,,00075678660832
0602498641996,3.5,,00602498641996
0843930030408,8.25,,00843930030408
0889854502225,9.35,,00889854502225
0191924083818,10.45,,00191924083818
0889854357924,7.15,,00889854357924
0889854466411,27.07,,00889854466411
0050087348151,8.25,,00050087348151
0888072028616,18.44,,00888072028616
0602557596496,15.4,,00602557596496
0880882302023,11.35,,00880882302023
0190296961816,10.63,,00190296961816
0888072033689,17.7,,00888072033689
0889854561024,10.51,,00889854561024
0028948155873,13.22,,00028948155873
0602557627725,30.88,,00602557627725
0888072032767,10.73,,00888072032767
0715187938120,10.09,,00715187938120
0673203111523,12.54,,00673203111523
0602557774917,10.44,,00602557774917
0888072032712,10.73,,00888072032712
0801213356690,19.07,,00801213356690
0602557726060,10.44,,00602557726060
0602557977004,14.19,,00602557977004
0813547024602,10.63,,00813547024602
0075678660931,10.09,,00075678660931
0093624930433,14.77,,00093624930433
0842812102127,8.25,,00842812102127
0889854611026,12.54,,00889854611026
0050087348441,20.71,,00050087348441
0825764120029,25.52,,00825764120029
0600753802878,10.44,,00600753802878
0602557886924,21.54,,00602557886924
0093624909644,10.09,,00093624909644
0075679888396,13.26,,00075679888396
0889854947026,9.35,,00889854947026
0858978005769,9.21,,00858978005769
0602557646030,10.44,,00602557646030
0889854415327,9.35,,00889854415327
0858275047028,10.23,,00858275047028
0602547658302,14.72,,00602547658302
0889854954321,14.08,,00889854954321
0020286223818,9.1,,00020286223818
0012414163622,5,,00012414163622
0602557842203,3.41,,00602557842203
0888751709423,15.07,,00888751709423
0801213079490,15.32,,00801213079490
0602567408260,10.44,,00602567408260
0081227817725,3.84,,00081227817725
0848064006527,13.82,,00848064006527
0888072062542,9.98,,00888072062542
8024391088623,8.54,,08024391088623
0191400008427,21.18,,00191400008427
0602557800654,10.44,,00602557800654
0889854922627,9.35,,00889854922627
0093624905035,12.48,,00093624905035
0828767824727,5.94,,00828767824727
0888072067349,9.83,,00888072067349
0886971591026,5.94,,00886971591026
0752830544376,9.1,,00752830544376
0602567793496,10.44,,00602567793496
0843930004003,18.44,,00843930004003
0075678655005,10.09,,00075678655005
0889854478513,15.79,,00889854478513
0190295578848,13.85,,00190295578848
0039841553024,9.9,,00039841553024
0602557986747,5,,00602557986747
0190296960161,10.08,,00190296960161
0081227933210,5.41,,00081227933210
0602557142785,23.1,,00602557142785
0602567067405,8.8,,00602567067405
0888837681629,12.54,,00888837681629
0602537643622,11.57,,00602537643622
0880882316426,8.8,,00880882316426
0191400005228,11.34,,00191400005228
0744861112327,11.34,,00744861112327
0190758035024,10.51,,00190758035024
0075678658938,15.5,,00075678658938
0888750849526,10.01,,00888750849526
0715187749429,6.64,,00715187749429
0752830510227,5.19,,00752830510227
0888072042186,17.7,,00888072042186
0603497864508,16.88,,00603497864508
0849320020721,9.9,,00849320020721
0752830511422,9.9,,00752830511422
0075597936865,10.08,,00075597936865
0881034136701,10.44,,00881034136701
0191400003521,11.34,,00191400003521
0673855060620,10.08,,00673855060620
0724596971222,10.63,,00724596971222
0888072029460,11.35,,00888072029460
0889854954420,14.08,,00889854954420
0602567353454,11.39,,00602567353454
0851287008070,16.29,,00851287008070
0819873016830,11.83,,00819873016830
0603497862788,17.6,,00603497862788
0098787124514,12.83,,00098787124514
5051300209629,17.7,,05051300209629
0826992041728,9.98,,00826992041728
0192562673010,11.68,,00192562673010
0817424018302,7.76,,00817424018302
0858978005691,6.72,,00858978005691
0190758618920,9.35,,00190758618920
0810540030418,7.5,,00810540030418
0602567382218,8.25,,00602567382218
0602567444855,21.54,,00602567444855
0602567413615,11.39,,00602567413615
0661869003108,11.22,,00661869003108
0081227327125,13.26,,00081227327125
0075596077422,3.84,,00075596077422
0889854310127,11.28,,00889854310127
0603497914722,3.3,,00603497914722
0610017113633,10.73,,00610017113633
0843930026326,8.25,,00843930026326
4050538410457,8.82,,04050538410457
0823564816302,10.22,,00823564816302
0075597933390,13.26,,00075597933390
0724358149326,6.67,,00724358149326
0044006333526,5,,00044006333526
0602567693741,17.63,,00602567693741
0602557027419,11.3,,00602557027419
0602547811875,20.71,,00602547811875
0829619158120,8.25,,00829619158120
0810540030272,7.5,,00810540030272
0602537432134,11.39,,00602537432134
0889854222529,9.35,,00889854222529
0603497858781,6.83,,00603497858781
0008811252120,3.5,,00008811252120
0828766419627,5.94,,00828766419627
0190758115528,7.15,,00190758115528
0081227978068,4.02,,00081227978068
0602537327218,9.3,,00602537327218
0077775671827,10.44,,00077775671827
0081227606121,3.84,,00081227606121
0602498603789,10.44,,00602498603789
0848064007623,41.25,,00848064007623
0008811227128,8.25,,00008811227128
0886973185810,17.24,,00886973185810
0790617602727,8.25,,00790617602727
0695842345428,8.8,,00695842345428
0602537539857,20.71,,00602537539857
0720616156228,5,,00720616156228
0093624924425,10.09,,00093624924425
0731454227223,8.25,,00731454227223
0050087250584,30.88,,00050087250584
0190295781361,10.09,,00190295781361
0602517524224,15.4,,00602517524224
0190758430225,9.35,,00190758430225
0602567584018,8.25,,00602567584018
0888915370162,9.13,,00888915370162
0602557467420,11.39,,00602557467420
0889854190521,7.15,,00889854190521
0889854630621,10.51,,00889854630621
0602567383321,10.44,,00602567383321
0028946271124,3.58,,00028946271124
0192641062681,7.77,,00192641062681
0614223200224,5.94,,00614223200224
0731454311526,13.22,,00731454311526
0093624997474,8.64,,00093624997474
0012805122023,5.19,,00012805122023
0075678314520,5.64,,00075678314520
0190758607528,9.35,,00190758607528
0075597933659,10.08,,00075597933659
0888072366886,11.86,,00888072366886
0886976871222,13.05,,00886976871222
0093624543121,11.55,,00093624543121
0077775683820,4.02,,00077775683820
0011661049925,7.98,,00011661049925
0089408026324,12.55,,00089408026324
0044797502125,6.67,,00044797502125
0696998510029,5.94,,00696998510029
0602498627914,6.67,,00602498627914
0602498603369,10.44,,00602498603369
8024391088227,8.54,,08024391088227
0081227316723,10.09,,00081227316723
0611587109828,10.45,,00611587109828
0602567079316,10.44,,00602567079316
0093624913382,13.26,,00093624913382
0081227934149,14.09,,00081227934149
0790617602826,8.25,,00790617602826
0889854832421,7.15,,00889854832421
0857974002000,8.8,,00857974002000
0657481106921,9.9,,00657481106921
0823564812106,13.63,,00823564812106
0075597932430,11.83,,00075597932430
5099969330018,18.44,,05099969330018
0190296960000,10.63,,00190296960000
0081227338428,14.09,,00081227338428
0602547294586,13.8,,00602547294586
5507044824111,10.22,,05507044824111
0825646974511,17.6,,00825646974511
0888072052734,11.35,,00888072052734
0633367911117,17.2,,00633367911117
0888072052901,9.98,,00888072052901
0014551498421,12.6,,00014551498421
0816203013835,47.28,,00816203013835
0018771889922,5.91,,00018771889922
0888837820622,3.36,,00888837820622
0889854814823,9.35,,00889854814823
0887254260523,3.14,,00887254260523
0610017111837,10.73,,00610017111837
0889853511426,4.76,,00889853511426
0724384960612,14.49,,00724384960612
0098787125528,10.08,,00098787125528
0190759045817,19.33,,00190759045817
0075678661815,19.14,,00075678661815
5056167106890,17.86,,05056167106890
5051083139267,8.73,,05051083139267
0766930016114,15.42,,00766930016114
5054429119176,8.8,,05054429119176
0602567885856,10.44,,00602567885856
0076741709922,8.25,,00076741709922
0731452245922,3.5,,00731452245922
0081227648824,9.35,,00081227648824
0696998715929,5.94,,00696998715929
0645131206121,8.64,,00645131206121
0602537480821,5,,00602537480821
0602537498390,10.44,,00602537498390
0602547289599,6.67,,00602547289599
0610017168039,7.17,,00610017168039
0601215336429,2.7,,00601215336429
0886978549723,3.14,,00886978549723
0094638241614,17.63,,00094638241614
0075597979381,19.14,,00075597979381
0190758722429,9.35,,00190758722429
0888072393837,5,,00888072393837
0602567720898,14.16,,00602567720898
0093624950547,4.94,,00093624950547
0843930036899,9.31,,00843930036899
0888751482326,11.28,,00888751482326
0602537119967,18.44,,00602537119967
0602547116178,20.71,,00602547116178
0780163483420,10.55,,00780163483420
0602557084221,8.25,,00602557084221
9324690132454,9.13,,09324690132454
0826992040929,5,,00826992040929
0602557787986,8.25,,00602557787986
0602547936103,10.44,,00602547936103
0783027035124,11.08,,00783027035124
0602498627785,10.44,,00602498627785
0767981165226,9.1,,00767981165226
0050087140090,6.67,,00050087140090
0094638241829,13.24,,00094638241829
0792755580325,6.67,,00792755580325
0789577769625,11.23,,00789577769625
0752830287679,9.1,,00752830287679
0889854502126,10.51,,00889854502126
0858275042511,13.45,,00858275042511
0190758627526,9.35,,00190758627526
0602567449676,30.88,,00602567449676
0602577009099,10.44,,00602577009099
0602577014253,8.66,,00602577014253
0075597963335,19.14,,00075597963335
0093624945796,15.32,,00093624945796
0884501262309,9.1,,00884501262309
0603497911608,14.49,,00603497911608
0673855013619,14.46,,00673855013619
0724353113810,16.88,,00724353113810
0801390008610,16.86,,00801390008610
0634904078119,20.71,,00634904078119
0857509005124,10.55,,00857509005124
0093624910787,17.81,,00093624910787
0795041723222,5,,00795041723222
0081227943516,15.32,,00081227943516
0752830934047,9.1,,00752830934047
0602567473367,8,,00602567473367
0078636684123,5.94,,00078636684123
0075992718721,3.84,,00075992718721
0081227896621,5.64,,00081227896621
0011661811423,7.98,,00011661811423
0888751710429,10.01,,00888751710429
0014381643329,12.09,,00014381643329
0843930006038,15.32,,00843930006038
0190758904528,8.81,,00190758904528
0190758998527,7.15,,00190758998527
0881861180823,13.82,,00881861180823
0603497864492,9,,00603497864492
0602557186437,11.39,,00602557186437
0858978005059,15.32,,00858978005059
0602547658494,10,,00602547658494
0886972334417,26.02,,00886972334417
0843930032358,12.35,,00843930032358
0600038110322,10.87,,00600038110322
0602567650614,10.44,,00602567650614
0803020187627,10.08,,00803020187627
0075678124020,3.3,,00075678124020
0715187731929,5.64,,00715187731929
0720642462928,2.7,,00720642462928
0828767591025,4.48,,00828767591025
0602557077520,10.44,,00602557077520
0028948329489,10.44,,00028948329489
0888072040373,10.44,,00888072040373
0074646623022,4.48,,00074646623022
0602527355450,10.44,,00602527355450
0602557590463,12.64,,00602557590463
0889854091316,15.96,,00889854091316
0857223004991,10.08,,00857223004991
0744302026329,10.45,,00744302026329
4050538397543,14.14,,04050538397543
0081227990701,19.14,,00081227990701
0602547973368,23.1,,00602547973368
0813411010465,5,,00813411010465
0810599021412,45.35,,00810599021412
0190758196121,9.35,,00190758196121
0602547047250,13.8,,00602547047250
0840588118496,10.63,,00840588118496
0602557960839,13,,00602557960839
0082839709125,10.44,,00082839709125
0886972266527,5.94,,00886972266527
0602537655830,10.44,,00602537655830
0602557567458,3.41,,00602557567458
0616892525646,9.9,,00616892525646
0050086064571,5.16,,00050086064571
0696998642324,11.55,,00696998642324
0011661059825,12.55,,00011661059825
0888072384507,7.98,,00888072384507
0075678762758,10.09,,00075678762758
0827969240021,7.11,,00827969240021
0602577040054,11.39,,00602577040054
5099960270825,5,,05099960270825
0602547609656,15.48,,00602547609656
0888295675215,11.26,,00888295675215
0646315520217,19.5,,00646315520217
0810760031936,10.44,,00810760031936
0602567693253,20.71,,00602567693253
0075678655753,5.64,,00075678655753
0752830541672,8.21,,00752830541672
0602517146433,2.7,,00602517146433
0886973334324,5.94,,00886973334324
0602557200683,11.39,,00602557200683
0889854809126,9.35,,00889854809126
0190758228228,7.15,,00190758228228
0602547936141,10.44,,00602547936141
0028948157464,13.22,,00028948157464
0074645247526,5.94,,00074645247526
0078221462624,11.61,,00078221462624
0075678666735,9.43,,00075678666735
0889853433223,9.35,,00889853433223
0602557990621,6,,00602557990621
0074646597323,5.94,,00074646597323
0081227965730,19.14,,00081227965730
0843930001378,8.25,,00843930001378
0724354050411,14.49,,00724354050411
0025218000222,13.22,,00025218000222
0075597933666,10.08,,00075597933666
0889854337124,9.35,,00889854337124
0845121021936,7.15,,00845121021936
0889854353612,8,,00889854353612
0602557902303,10.44,,00602557902303
0888072047631,14.16,,00888072047631
0190758466026,9.35,,00190758466026
0642623101520,9.13,,00642623101520
0093624907336,10.09,,00093624907336
0602567665427,11.39,,00602567665427
0602567682943,10.44,,00602567682943
0008817006925,3.5,,00008817006925
0731455669824,6.67,,00731455669824
0819224012634,6.93,,00819224012634
4029759126157,7.15,,04029759126157
0050087240752,9.71,,00050087240752
0094638246718,17.63,,00094638246718
0081227427221,13.26,,00081227427221
0008811202422,7.63,,00008811202422
0093624924326,10.09,,00093624924326
5099909426627,5,,05099909426627
0602341021623,4.76,,00602341021623
0602537353828,10.44,,00602537353828
0602567874942,26.79,,00602567874942
0190758990828,7.36,,00190758990828
0889853368327,14.08,,00889853368327
0075678661082,10.09,,00075678661082
0858978005547,17.6,,00858978005547
0602517467910,5,,00602517467910
0792755558829,7.77,,00792755558829
0886979809420,3.14,,00886979809420
0190758030920,11.39,,00190758030920
0888430999619,17.79,,00888430999619
0190758619125,9.35,,00190758619125
0606949076528,10.44,,00606949076528
0077775662023,3.58,,00077775662023
0050087370817,6.67,,00050087370817
0888751851726,9.35,,00888751851726
0600753811696,13.22,,00600753811696
0045778741229,10.08,,00045778741229
0888072047624,23.1,,00888072047624
0888750468321,9.35,,00888750468321
0724354192920,8.64,,00724354192920
0731454031226,6.67,,00731454031226
0074646963524,13.2,,00074646963524
0724387392922,2.7,,00724387392922
0078636760926,5.94,,00078636760926
0075992644020,10.09,,00075992644020
0791558449426,13.37,,00791558449426
0093624777328,4.85,,00093624777328
0696998646322,5.94,,00696998646322
0074646100127,7.04,,00074646100127
0606949350727,5,,00606949350727
0801213357291,19.07,,00801213357291
8024391089521,7.08,,08024391089521
0081227266028,3.3,,00081227266028
0880882338824,8.25,,00880882338824
0075679272126,5.64,,00075679272126
5099990675225,17.88,,05099990675225
0886978065827,5.94,,00886978065827
0081227580322,3.3,,00081227580322
0886977798627,3.14,,00886977798627
0886976992521,3.14,,00886976992521
0602537362721,5,,00602537362721
0610017168633,7.17,,00610017168633
0843563106402,9.9,,00843563106402
0886976625320,5.94,,00886976625320
0888751688520,7.98,,00888751688520
0634904078027,10.63,,00634904078027
0888430855427,4.68,,00888430855427
0602557001877,13.8,,00602557001877
0093624914600,14.77,,00093624914600
0889853230525,12.54,,00889853230525
0602537112227,10.44,,00602537112227
0889854597825,9.35,,00889854597825
0704751961084,7.15,,00704751961084
0752830541870,9.9,,00752830541870
0192562968710,8.21,,00192562968710
0602547906571,11.39,,00602547906571
0889854987121,9.35,,00889854987121
0008811147426,5,,00008811147426
0858978005264,10.08,,00858978005264
0731456479125,2.7,,00731456479125
0827969239926,4.48,,00827969239926
4050538292633,8.54,,04050538292633
0602498622773,2.7,,00602498622773
0889854411329,10.51,,00889854411329
0602567284949,23.1,,00602567284949
0805859062922,9.9,,00805859062922
0744659971624,5.94,,00744659971624
0602567055068,8.25,,00602567055068
0081227385224,13.26,,00081227385224
0886973056226,3.14,,00886973056226
0888751290624,10.78,,00888751290624
0858978005141,6.63,,00858978005141
0794043193552,10.44,,00794043193552
0602567742678,17.88,,00602567742678
0602567714668,39.74,,00602567714668
0602527188805,13.22,,00602527188805
0602537331086,5,,00602537331086
0843930029761,10.44,,00843930029761
0602498800140,2.7,,00602498800140
0886972797618,26.02,,00886972797618
0602537325696,18.44,,00602537325696
0888750225122,3.14,,00888750225122
0190758534725,9.35,,00190758534725
0081227603922,3.3,,00081227603922
0601501306327,5,,00601501306327
0050086129072,6.67,,00050086129072
0602527517025,15.4,,00602527517025
0889854168520,8.81,,00889854168520
0050087311896,8.25,,00050087311896
0602567386629,23.1,,00602567386629
0602537943913,10.44,,00602537943913
0602547514769,10.44,,00602547514769
0050087312244,8.25,,00050087312244
0075678683909,3.3,,00075678683909
0602567647485,11.39,,00602567647485
0602498611234,10,,00602498611234
0798577096327,9.3,,00798577096327
0075597933185,10.63,,00075597933185
0888072039537,18.44,,00888072039537
0888072036864,14.16,,00888072036864
0093624906131,10.09,,00093624906131
0078221880121,5.94,,00078221880121
0828767269023,5.94,,00828767269023
0828768350423,5.94,,00828768350423
0887254497424,5.94,,00887254497424
0602547840387,18.44,,00602547840387
0098787126525,10.68,,00098787126525
0050087358846,10.44,,00050087358846
0889854585228,9.35,,00889854585228
0075679453723,5.64,,00075679453723
0889854174125,9.35,,00889854174125
4050538415520,10.63,,04050538415520
0889854536121,9.35,,00889854536121
0043396499508,7.5,,00043396499508
0094638246824,11.49,,00094638246824
4050538411072,10.08,,04050538411072
0602527634173,8.25,,00602527634173
0724353208813,13.8,,00724353208813
0888750168825,8.25,,00888750168825
0602547567628,12.39,,00602547567628
0602557388046,17.63,,00602557388046
0602537330478,23.1,,00602537330478
0888072355002,8.25,,00888072355002
0634457259126,11.72,,00634457259126
0050087364212,13.8,,00050087364212
0050087386030,15.48,,00050087386030
0602577095580,11.39,,00602577095580
0050087126407,5,,00050087126407
0602557560923,23.1,,00602557560923
0081227973629,6.59,,00081227973629
0889854668228,9.35,,00889854668228
0887654785022,5.94,,00887654785022
0888751843219,17,,00888751843219
0602557612493,11.39,,00602557612493
