UPC,PriceNet_$,,UPC
0078221893626,5.94,,00078221893626
0720642483428,5,,00720642483428
0093624776925,3.3,,00093624776925
0766929998728,7.5,,00766929998728
0081227988746,4.02,,00081227988746
4050538307160,10.08,,04050538307160
0601215339826,2.7,,00601215339826
0016861745721,10.09,,00016861745721
0602557547108,20.71,,00602557547108
0720616136626,10.44,,00720616136626
0044006402222,2.7,,00044006402222
0602498821213,10.44,,00602498821213
0074646903520,3.14,,00074646903520
0606949028725,2.7,,00606949028725
0602537914005,16.81,,00602537914005
0892038002633,13.68,,00892038002633
0610017112230,10.73,,00610017112230
0094638246510,19.05,,00094638246510
0888072054561,10.44,,00888072054561
0602547419811,15.48,,00602547419811
0825646289448,16.88,,00825646289448
0080688962524,10.09,,00080688962524
0602567955740,14.45,,00602567955740
0075678656699,10.09,,00075678656699
0720642483329,3.5,,00720642483329
0720841214618,13.63,,00720841214618
0081227992804,3.3,,00081227992804
0093624915140,10.09,,00093624915140
0606949030728,5,,00606949030728
0703694284939,9.35,,00703694284939
5099908333025,8.25,,05099908333025
0008811225025,8.25,,00008811225025
0074646224021,5.94,,00074646224021
0190758678924,9.35,,00190758678924
0859372007465,10.45,,00859372007465
0888750733320,7.15,,00888750733320
0602557176803,15.48,,00602557176803
0705438062629,9.1,,00705438062629
0669447013730,7.15,,00669447013730
0602567493006,20.11,,00602567493006
0190759033920,9.35,,00190759033920
0190758475325,9.35,,00190758475325
0814908025900,10.09,,00814908025900
0602567671268,67.04,,00602567671268
0602498836514,5,,00602498836514
0602567995548,9.31,,00602567995548
0617884913427,8.25,,00617884913427
0840588117727,10.08,,00840588117727
0602567545033,23.1,,00602567545033
0075678659034,13.26,,00075678659034
0081227976897,3.3,,00081227976897
0093624790327,3.3,,00093624790327
0077775739626,2.7,,00077775739626
0602498609668,5,,00602498609668
0040232334603,9.35,,00040232334603
0075678662737,13.26,,00075678662737
5099747595912,20.23,,05099747595912
0081227933234,14.09,,00081227933234
0098787124019,12.21,,00098787124019
0603497860937,55.92,,00603497860937
0602567828174,11.39,,00602567828174
0888751842311,20.83,,00888751842311
0602517412200,5,,00602517412200
0752830541979,4.71,,00752830541979
0093624905493,8.64,,00093624905493
0081227434823,4.02,,00081227434823
0793018289627,7.17,,00793018289627
0015095599926,3.85,,00015095599926
0889854675622,9.35,,00889854675622
0744861114628,11.34,,00744861114628
0888750894120,7.15,,00888750894120
0889854982928,9.35,,00889854982928
0634457259423,11.72,,00634457259423
0016861742928,9.5,,00016861742928
0075597929065,10.09,,00075597929065
0744861112426,11.34,,00744861112426
0016861743321,10.09,,00016861743321
0039841560824,11.23,,00039841560824
0810760033756,10.44,,00810760033756
0045778759422,8.64,,00045778759422
0190758747323,11.28,,00190758747323
0819376069326,10.55,,00819376069326
0602577112775,11.39,,00602577112775
0028948155187,10.44,,00028948155187
0888072028654,11.35,,00888072028654
0190296946295,10,,00190296946295
0798576904562,10.08,,00798576904562
0744861114826,11.34,,00744861114826
5051300208721,13.92,,05051300208721
0602557951691,15.11,,00602557951691
0600753850992,12.45,,00600753850992
0794043194443,10.44,,00794043194443
0075678659751,13.26,,00075678659751
0603497855940,21.11,,00603497855940
0826257028020,10.63,,00826257028020
0190758060125,9.35,,00190758060125
0602567257141,10.44,,00602567257141
0727361424305,10.63,,00727361424305
0727361351908,11.34,,00727361351908
4050538337853,10.08,,04050538337853
0602567093947,11.39,,00602567093947
0190758943923,11.28,,00190758943923
0075597933895,13.26,,00075597933895
0851287008063,13.22,,00851287008063
0190758206820,9.35,,00190758206820
0889854760618,19.13,,00889854760618
0888072030039,30.18,,00888072030039
0888072030046,23.25,,00888072030046
0744861116622,11.34,,00744861116622
0840588115853,10.08,,00840588115853
0602567400158,8.25,,00602567400158
0673855061924,10.08,,00673855061924
0602567314981,10.44,,00602567314981
0858275047127,14.63,,00858275047127
0823134005228,10.23,,00823134005228
0888072046863,10.44,,00888072046863
0050087149178,6.59,,00050087149178
0881034106018,8.8,,00881034106018
0602567502579,10.44,,00602567502579
0075992733229,3.1,,00075992733229
0602567409199,11.39,,00602567409199
0843930026418,13.19,,00843930026418
0888430740426,7.15,,00888430740426
0044006508627,10.44,,00044006508627
0852190007136,13.22,,00852190007136
0075678657962,10.09,,00075678657962
0081227809621,3.1,,00081227809621
0849320030324,9.9,,00849320030324
0880882302528,18.37,,00880882302528
0774213201171,11.39,,00774213201171
0600753066317,10.44,,00600753066317
0016861744625,10.09,,00016861744625
0602557463064,20.71,,00602557463064
0614223108728,10.01,,00614223108728
0696998632226,4.48,,00696998632226
0889854293925,7.98,,00889854293925
0602557663754,13.8,,00602557663754
0190295578855,10.26,,00190295578855
0715187738324,6.64,,00715187738324
0099923887324,12.6,,00099923887324
0081227896423,13.26,,00081227896423
0075678959509,5.64,,00075678959509
0804879606932,8.53,,00804879606932
0889466075223,11.88,,00889466075223
0602547811554,20.71,,00602547811554
0886977291128,5.94,,00886977291128
0602557562378,10.44,,00602557562378
0602557524048,20.71,,00602557524048
0791558445725,13.37,,00791558445725
0829619170528,8.25,,00829619170528
0190296941733,8.82,,00190296941733
0603497861590,10.6,,00603497861590
0081227992910,4.02,,00081227992910
0813985011134,10.45,,00813985011134
0602567372264,11.39,,00602567372264
0602567580881,8.25,,00602567580881
0190758653228,11.55,,00190758653228
0606949329020,5,,00606949329020
0794043197734,9.83,,00794043197734
0190295553999,14.54,,00190295553999
0602567558040,10.44,,00602567558040
0075678664045,19.7,,00075678664045
0889853777129,11.28,,00889853777129
0602557970098,23.1,,00602557970098
0045778751624,10.08,,00045778751624
0075678667695,10.09,,00075678667695
0602567449669,15.4,,00602567449669
0843563105573,9.9,,00843563105573
0689289015822,9.9,,00689289015822
0602577016530,9.3,,00602577016530
0858978005783,7.87,,00858978005783
0190296955846,11.34,,00190296955846
0602557393132,15.4,,00602557393132
0078636659220,5.94,,00078636659220
0816651012893,11.83,,00816651012893
0190295842918,12.76,,00190295842918
0028944637823,8.25,,00028944637823
0816203013620,73.81,,00816203013620
0889854258627,7.15,,00889854258627
0093624913238,13.26,,00093624913238
0093624913078,14.77,,00093624913078
0822603150520,9.9,,00822603150520
0008811194529,2.7,,00008811194529
0886976239817,14.94,,00886976239817
0887254914327,11.55,,00887254914327
0888751418721,13.24,,00888751418721
0888072021358,20.71,,00888072021358
0603497858026,17.6,,00603497858026
0016861744922,10.09,,00016861744922
0888072029835,18.44,,00888072029835
0888072040724,11.35,,00888072040724
0708535792925,12.43,,00708535792925
0093624906421,10.09,,00093624906421
0634457874725,11,,00634457874725
0889854928322,9.35,,00889854928322
0752830513624,9.9,,00752830513624
0602567588481,10.44,,00602567588481
0045778758227,10.08,,00045778758227
0190295859022,15.5,,00190295859022
0602557445503,10.44,,00602557445503
0190758218823,9.35,,00190758218823
4050538430790,10.08,,04050538430790
0634164603410,19.17,,00634164603410
0858978005813,152.37,,00858978005813
0731452843821,10.44,,00731452843821
0888072069909,11.35,,00888072069909
0602577016929,9.3,,00602577016929
0602517051232,6.67,,00602517051232
0602567891628,10.44,,00602567891628
0602527474465,11.39,,00602527474465
0792755578926,7.26,,00792755578926
0050087299439,11.39,,00050087299439
0093624922681,19.91,,00093624922681
0602557914689,10.44,,00602557914689
8024391088524,8.54,,08024391088524
8024391088548,10.55,,08024391088548
4050538398014,9.49,,04050538398014
0889853874712,18.56,,00889853874712
0653341887498,9.9,,00653341887498
0075597937336,11.83,,00075597937336
0602547927903,20.71,,00602547927903
0075678662034,13.26,,00075678662034
0602557352177,10.44,,00602557352177
0602557986914,13.19,,00602557986914
0181212002287,10.55,,00181212002287
0889854245825,9.35,,00889854245825
0857491007052,10.44,,00857491007052
0075678659249,13.26,,00075678659249
0008811205126,10.44,,00008811205126
0724381773826,10.44,,00724381773826
0602527528854,3.5,,00602527528854
0842812106729,18.08,,00842812106729
0843930030965,8.25,,00843930030965
0190758989020,9.35,,00190758989020
0602557804164,10.44,,00602557804164
0602547716668,30.95,,00602547716668
0602567410249,10.44,,00602567410249
0888751580527,11.55,,00888751580527
0192914607670,9.9,,00192914607670
0724354096907,8.25,,00724354096907
0075678660634,10.09,,00075678660634
0801213080397,15.32,,00801213080397
0602537776955,17.63,,00602537776955
0696998651821,5.94,,00696998651821
0888430969223,9.35,,00888430969223
0889854032227,9.35,,00889854032227
0889854649623,47.51,,00889854649623
0880882305727,8.8,,00880882305727
0602557775310,15.4,,00602557775310
0050087242664,5.16,,00050087242664
0600753605707,18.44,,00600753605707
0602567485957,14,,00602567485957
0801213081592,11.35,,00801213081592
0731454038720,8.19,,00731454038720
0093624910800,4.94,,00093624910800
0078636807928,8.97,,00078636807928
0602547866813,20.11,,00602547866813
0889853650729,10.51,,00889853650729
0074646597521,5.94,,00074646597521
0888072036741,10.73,,00888072036741
0801213080090,21.34,,00801213080090
0888837927826,5.94,,00888837927826
0888751709324,10.01,,00888751709324
0816203013842,47.28,,00816203013842
0724352680320,2.7,,00724352680320
0602547606754,12.64,,00602547606754
0602557042436,8.53,,00602557042436
0093624966555,5.64,,00093624966555
0190295774943,10.09,,00190295774943
0723721506452,7.15,,00723721506452
0018771966715,23.1,,00018771966715
0602547658647,18.44,,00602547658647
0602567972327,10.44,,00602567972327
0731452816528,8.25,,00731452816528
0050086081974,4.84,,00050086081974
0696998020429,7.04,,00696998020429
0602527293707,12.34,,00602527293707
0889854143220,7.15,,00889854143220
0888072037281,10.73,,00888072037281
0190758546520,12.54,,00190758546520
0008811152925,3.58,,00008811152925
0819873014751,6.93,,00819873014751
0887254963325,3.14,,00887254963325
0880882311124,8.8,,00880882311124
0825646592180,8.25,,00825646592180
0889853368228,14.08,,00889853368228
0602547824493,10.43,,00602547824493
0190296967054,10.63,,00190296967054
0888072032392,11.35,,00888072032392
0888751033627,11.28,,00888751033627
0864083000476,7.15,,00864083000476
0856115004552,14.09,,00856115004552
0050087377953,10.44,,00050087377953
0093624913207,23.17,,00093624913207
0602557935288,11.39,,00602557935288
0889854548520,9.35,,00889854548520
0888295638524,8.43,,00888295638524
0042282509529,5,,00042282509529
0008811191726,3.5,,00008811191726
0602547378460,6.67,,00602547378460
0601215336221,2.7,,00601215336221
0889854546724,14.85,,00889854546724
0828765942928,5.94,,00828765942928
0780163509625,10.55,,00780163509625
0602557951639,15.11,,00602557951639
0602498861721,8.25,,00602498861721
0075021390522,3.5,,00075021390522
0720642472521,5,,00720642472521
0602557958256,10.44,,00602557958256
0008811205621,3.5,,00008811205621
0606949088620,5,,00606949088620
0720616242228,13.19,,00720616242228
0099923874423,11.34,,00099923874423
0602498631416,5,,00602498631416
0602498834930,10.44,,00602498834930
0190758019024,9.35,,00190758019024
5099969770227,3.5,,05099969770227
0602517872790,2.7,,00602517872790
0050087148997,5,,00050087148997
5099997914327,10.44,,05099997914327
0602527291567,2.7,,00602527291567
0602547485632,13.19,,00602547485632
4050538349672,12.6,,04050538349672
0888072008854,7.98,,00888072008854
0081227822323,4.84,,00081227822323
0696998020320,7.04,,00696998020320
0050087242091,5,,00050087242091
0602567364313,11.39,,00602567364313
0888751271616,18.88,,00888751271616
0752830289277,9.1,,00752830289277
0050087245597,4.84,,00050087245597
0190758751429,7.15,,00190758751429
0042284724821,2.7,,00042284724821
0075992670029,3.3,,00075992670029
0602537519002,5,,00602537519002
0844942054819,7.5,,00844942054819
0886974130215,26.02,,00886974130215
0093624908982,10.09,,00093624908982
0081227950934,14.09,,00081227950934
0859715747164,8.43,,00859715747164
0724352494125,3.5,,00724352494125
0606949303525,3.58,,00606949303525
0602537972289,5,,00602537972289
0078635473629,5.94,,00078635473629
0792755597323,3.41,,00792755597323
0602537972500,5,,00602537972500
0602537842513,7.25,,00602537842513
0634904078720,10.63,,00634904078720
0053436822319,13.58,,00053436822319
0888750562821,9.35,,00888750562821
0081227957957,10.44,,00081227957957
0888750142412,18.88,,00888750142412
0602547585721,9.71,,00602547585721
0075678655876,14.16,,00075678655876
0075678654923,10.26,,00075678654923
0888915051856,17.54,,00888915051856
8809616986089,16.16,,08809616986089
0888072018662,5,,00888072018662
0889853888023,4.07,,00889853888023
0602537577446,5,,00602537577446
0081227966652,19.14,,00081227966652
0889854234126,4.68,,00889854234126
0843930007073,13.22,,00843930007073
0887828031726,10.08,,00887828031726
0888751445420,9.35,,00888751445420
0602557141665,16.6,,00602557141665
0889854922221,17.93,,00889854922221
0752830444812,9.9,,00752830444812
0602567373780,10.44,,00602567373780
0093624818625,10.09,,00093624818625
0607396642922,11.72,,00607396642922
0888295589451,11.26,,00888295589451
0075597933192,10.63,,00075597933192
0888072054158,10.73,,00888072054158
0028948339549,10.44,,00028948339549
0888837416122,5.94,,00888837416122
0190758805825,9.35,,00190758805825
0044006778129,15.4,,00044006778129
0889854895921,9.35,,00889854895921
0098787125023,10.08,,00098787125023
0191404093627,13.26,,00191404093627
0089408341021,7.98,,00089408341021
0696998020627,7.68,,00696998020627
0602527641249,5,,00602527641249
0886919143225,5.94,,00886919143225
0887654558428,8.97,,00887654558428
0827969271223,5.94,,00827969271223
0820413507527,4.95,,00820413507527
0602557117776,9.3,,00602557117776
0602567484134,9.3,,00602567484134
0094638885122,6.67,,00094638885122
0093624992479,14.09,,00093624992479
0602537943302,3.58,,00602537943302
0888750343123,5.94,,00888750343123
0889853519620,9.35,,00889853519620
0720841214625,9.3,,00720841214625
0098787124521,10.08,,00098787124521
0752830286078,9.1,,00752830286078
0720642481325,2.7,,00720642481325
5099926893129,10.44,,05099926893129
0081227964252,22.95,,00081227964252
0606949342524,5,,00606949342524
0075597933307,10.63,,00075597933307
0827969448922,4.48,,00827969448922
0724359099224,2.7,,00724359099224
0828766955422,5.94,,00828766955422
0081227335427,14.85,,00081227335427
0744861112501,15,,00744861112501
0093624425625,13.26,,00093624425625
0602517135420,11.39,,00602517135420
0081227998714,8.64,,00081227998714
0012805122726,8.54,,00012805122726
0886971532029,5.94,,00886971532029
0889854869922,4.68,,00889854869922
0093624992950,5.64,,00093624992950
0886971798623,13.2,,00886971798623
0886972695228,5.94,,00886972695228
0081227988043,4.02,,00081227988043
0075678657856,13.26,,00075678657856
0602527127521,5,,00602527127521
0602527203676,2.7,,00602527203676
0602527234243,15.4,,00602527234243
0093624983699,13.33,,00093624983699
0889853804825,11.28,,00889853804825
0602527231600,5,,00602527231600
0093624963332,10.09,,00093624963332
0602567493013,26.79,,00602567493013
0886974469926,9.35,,00886974469926
0602557437430,6.67,,00602557437430
5099909852129,3.5,,05099909852129
0081227974183,4.02,,00081227974183
0602567126850,10.44,,00602567126850
0886919635126,5.94,,00886919635126
0602537002313,2.7,,00602537002313
0075678761911,13.26,,00075678761911
0075021322523,2.7,,00075021322523
0190295730260,17.6,,00190295730260
0081227942373,11.34,,00081227942373
0074645762821,5.94,,00074645762821
0606949165925,8.25,,00606949165925
0602527954226,3.58,,00602527954226
0076732548622,9,,00076732548622
0825646263851,9,,00825646263851
0008811188627,3.5,,00008811188627
0731452815620,5,,00731452815620
0731452871824,10.44,,00731452871824
0731453181120,5,,00731453181120
0081227193423,11.55,,00081227193423
0888751452718,8,,00888751452718
0075992547123,3.84,,00075992547123
0093624684022,13.2,,00093624684022
0008811195021,2.7,,00008811195021
0074646586921,5.94,,00074646586921
0731454682220,3.5,,00731454682220
0093624761228,5.64,,00093624761228
0093624777229,5.64,,00093624777229
0093624775522,10.09,,00093624775522
0081227431129,10.09,,00081227431129
0696998528024,5.94,,00696998528024
0190758766225,7.36,,00190758766225
0075992383622,3.3,,00075992383622
0602537342822,10.44,,00602537342822
0696998600522,11.55,,00696998600522
0190295568733,16.55,,00190295568733
0008811275020,5,,00008811275020
0606949309527,3.5,,00606949309527
0044001640629,6.67,,00044001640629
0696998638228,5.94,,00696998638228
0081227817824,3.84,,00081227817824
0724358427929,6.26,,00724358427929
0602577145308,8.25,,00602577145308
0724387383821,8.64,,00724387383821
0074640731525,5.94,,00074640731525
0050086163670,11.39,,00050086163670
0696998573123,5.94,,00696998573123
0824302002827,41.9,,00824302002827
0762182130424,9.35,,00762182130424
0602557420678,15.48,,00602557420678
0886978431226,5.94,,00886978431226
0886977381829,4.71,,00886977381829
0827969062326,5.94,,00827969062326
0028947982951,17.7,,00028947982951
0859372007250,10.73,,00859372007250
0081227820923,13.26,,00081227820923
0843930035441,8.25,,00843930035441
0859372007168,10.73,,00859372007168
0077779147229,6.67,,00077779147229
0886919484120,7.04,,00886919484120
0886919486025,5.94,,00886919486025
0602557387766,20.11,,00602557387766
0617884938628,9.83,,00617884938628
0044001616020,8.25,,00044001616020
0008811038724,7.37,,00008811038724
0881034198976,8.8,,00881034198976
0075597931808,11.83,,00075597931808
0093624575924,5.64,,00093624575924
0801464210024,5.23,,00801464210024
0724101787126,8.5,,00724101787126
0075678658686,10.09,,00075678658686
0602341022125,9.35,,00602341022125
0802644853918,12.36,,00802644853918
0602527508467,3.5,,00602527508467
0824046319427,11.58,,00824046319427
0074643567923,5.94,,00074643567923
0889854466725,11.28,,00889854466725
0093624909880,5.64,,00093624909880
0602567503118,4.74,,00602567503118
0190758350820,12.54,,00190758350820
0603497861330,3.3,,00603497861330
0715187732629,5.64,,00715187732629
0025218330428,4.02,,00025218330428
0093624985099,3.3,,00093624985099
0093624713029,10.09,,00093624713029
0050087387488,3.58,,00050087387488
0011661052628,13.22,,00011661052628
0724353495626,8.25,,00724353495626
0888072027732,11.35,,00888072027732
0889854998028,14.08,,00889854998028
0050087368913,13.24,,00050087368913
0075678660290,13.37,,00075678660290
0096802280429,17.7,,00096802280429
0731454688925,9.71,,00731454688925
0823564811901,10.22,,00823564811901
0826992041025,12.55,,00826992041025
0752830513228,9.1,,00752830513228
0192562457368,11.68,,00192562457368
0602567218791,10.44,,00602567218791
0887828040827,10.08,,00887828040827
0020286225027,11.23,,00020286225027
0020286226413,11.23,,00020286226413
0075597932065,10.63,,00075597932065
0790617605124,3.58,,00790617605124
0190758170329,9.35,,00190758170329
0829619143126,8.25,,00829619143126
0014998421921,7.52,,00014998421921
0603497858477,17.6,,00603497858477
0889854840921,9.35,,00889854840921
0825646305674,28.09,,00825646305674
0081227437527,9.19,,00081227437527
0081227940669,17.6,,00081227940669
0715187944121,10.09,,00715187944121
0790617602925,8.25,,00790617602925
0850001284004,9.89,,00850001284004
0093624324522,5.64,,00093624324522
0084418014422,2.75,,00084418014422
0724352778317,14.49,,00724352778317
0093624777021,5.64,,00093624777021
0610017105935,10.73,,00610017105935
0602537952441,13.8,,00602537952441
0752830510623,9.9,,00752830510623
0602567346135,13.8,,00602567346135
0190758292816,21.66,,00190758292816
0731454249225,2.7,,00731454249225
0888750696328,7.98,,00888750696328
0602547908483,11.39,,00602547908483
0190758117324,9.35,,00190758117324
0752830935143,15.42,,00752830935143
0190295552589,7.84,,00190295552589
0602577112188,9.3,,00602577112188
0602577234187,8.68,,00602577234187
0720616204226,13.19,,00720616204226
0602567768135,8.25,,00602567768135
0094639679126,7.77,,00094639679126
0050087107840,6.67,,00050087107840
0715187732124,6.64,,00715187732124
0886919147216,18.88,,00886919147216
0190296961519,10.08,,00190296961519
0766930018224,9.1,,00766930018224
0753957218980,11.23,,00753957218980
0606949062927,3.5,,00606949062927
0808720023626,7.5,,00808720023626
0602547037725,13.22,,00602547037725
0888751349629,7.15,,00888751349629
0602547632494,5,,00602547632494
0816203013859,47.28,,00816203013859
0602557695793,14.19,,00602557695793
0843930032846,8.25,,00843930032846
0888295764834,11.26,,00888295764834
0821229000035,9.1,,00821229000035
0851491003120,9.9,,00851491003120
0617884935221,7.48,,00617884935221
4050538355130,10.63,,04050538355130
0601215319026,8.25,,00601215319026
0008811323523,10.44,,00008811323523
0075678892417,5.64,,00075678892417
0028948342150,10.44,,00028948342150
0767981167527,10.55,,00767981167527
0603497862757,15.5,,00603497862757
0602498632000,8.25,,00602498632000
0879198005728,18.44,,00879198005728
0601501341922,6.59,,00601501341922
0829619133929,7.48,,00829619133929
5034504167629,13.92,,05034504167629
0015707022026,19.07,,00015707022026
0888072053670,15.48,,00888072053670
0602567931591,9.71,,00602567931591
8809440338481,12.31,,08809440338481
0602567545040,33.33,,00602567545040
0050087246945,5.16,,00050087246945
0669910667859,8.43,,00669910667859
0616892157649,8.25,,00616892157649
0602537588114,5,,00602537588114
0602557977042,12,,00602557977042
0889854922023,14.08,,00889854922023
5016958087845,11.23,,05016958087845
0602527315621,10.44,,00602527315621
0190758544229,7.15,,00190758544229
0093624986959,16.88,,00093624986959
0093624854517,22.95,,00093624854517
0887828031719,17.74,,00887828031719
0634904078201,20.71,,00634904078201
0093624917021,16.11,,00093624917021
0602567169345,10.44,,00602567169345
0888072030022,14.16,,00888072030022
0190758067322,28.33,,00190758067322
0190758150024,9.35,,00190758150024
0075678660627,19.91,,00075678660627
4050538397345,11.34,,04050538397345
0075678660924,15.32,,00075678660924
0828765200820,4.48,,00828765200820
0075678762819,16.88,,00075678762819
0858978005219,15.32,,00858978005219
0602567267850,10.44,,00602567267850
0192562195871,8.54,,00192562195871
0606949030124,17.7,,00606949030124
0075678265020,5.64,,00075678265020
0696998524620,5.94,,00696998524620
0616011914191,12.67,,00616011914191
0602567790518,8.25,,00602567790518
0602567802136,10.44,,00602567802136
0602537197934,14.51,,00602537197934
0602547118080,20.71,,00602547118080
0099923895725,11.34,,00099923895725
0673203112025,14.19,,00673203112025
0190758195810,14.99,,00190758195810
0821797777070,15.66,,00821797777070
0602557530919,7,,00602557530919
0190758229324,9.35,,00190758229324
0190758804422,7.15,,00190758804422
0843930032792,8.25,,00843930032792
0602567721574,8.25,,00602567721574
0602567480617,10.44,,00602567480617
0602567480525,87.73,,00602567480525
0602557645552,10.44,,00602557645552
0602567584490,10.44,,00602567584490
0602537862542,17.63,,00602537862542
0081227959449,3.3,,00081227959449
0602557142778,30.95,,00602557142778
0888751709621,10.01,,00888751709621
0039841557527,9.9,,00039841557527
0074646556122,4.48,,00074646556122
0602557868265,11.39,,00602557868265
0603497223725,8.64,,00603497223725
0602567290704,11.39,,00602567290704
0099923877325,9.49,,00099923877325
0076732549223,8.25,,00076732549223
0823765000128,2.7,,00823765000128
0645131207722,5.64,,00645131207722
5099962693929,3.5,,05099962693929
0602537905836,5,,00602537905836
0081227946708,16.88,,00081227946708
0850498007551,10.44,,00850498007551
0190758529028,9.35,,00190758529028
0602557618433,10.44,,00602557618433
0606949045623,5,,00606949045623
0880882327828,8.25,,00880882327828
0603497857067,34.99,,00603497857067
0792755584927,5.78,,00792755584927
0602557030112,8.25,,00602557030112
0011661805125,10.73,,00011661805125
0856115004583,8.64,,00856115004583
0602537825769,17.63,,00602537825769
0889853888313,15.46,,00889853888313
0602557699357,11.39,,00602557699357
5099973502227,13.22,,05099973502227
0074646597620,13.2,,00074646597620
0602557589962,33.33,,00602557589962
0888072035485,20.71,,00888072035485
0602567013389,17.63,,00602567013389
0888750770226,9.35,,00888750770226
0093624920038,7.74,,00093624920038
0602547485588,11.39,,00602547485588
0602557457650,8.25,,00602557457650
0602557540871,13.22,,00602557540871
0602557484144,10.44,,00602557484144
0602498646717,13.19,,00602498646717
0028943804523,3.58,,00028943804523
0602537611430,16.6,,00602537611430
0075992726924,3.84,,00075992726924
0888750846426,5.94,,00888750846426
0093624904939,3.3,,00093624904939
0042282252425,6.67,,00042282252425
0755174488726,3.14,,00755174488726
0888837802222,11.39,,00888837802222
0888072010413,8.25,,00888072010413
0050087334680,5,,00050087334680
0888072026803,5,,00888072026803
0602537498574,10.44,,00602537498574
0803020173828,11.34,,00803020173828
0888751437418,15,,00888751437418
0790692246823,10.23,,00790692246823
0602557354843,13.8,,00602557354843
4050538425499,10.63,,04050538425499
0050086105373,6.67,,00050086105373
0828766076424,5.94,,00828766076424
0074646569023,3.14,,00074646569023
0018771841425,8.25,,00018771841425
0602557537574,13.8,,00602557537574
0850001284011,16.86,,00850001284011
0696998688421,11.55,,00696998688421
0828765726726,5.94,,00828765726726
0793018935722,8.25,,00793018935722
0042283156326,13.22,,00042283156326
8719262006041,25.29,,08719262006041
0027297973022,11.26,,00027297973022
0190295673666,10.09,,00190295673666
0840588116881,10.63,,00840588116881
0602577071867,9.27,,00602577071867
0190295659295,21.11,,00190295659295
0634457258723,11.72,,00634457258723
0888072054585,13.22,,00888072054585
0791558335620,13.37,,00791558335620
9324690147144,9.13,,09324690147144
0008811233020,8.25,,00008811233020
0045778760428,10.08,,00045778760428
0889854699123,8.25,,00889854699123
0074646466223,5.94,,00074646466223
0602567893264,10.44,,00602567893264
0190758627724,9.35,,00190758627724
0625712600722,10.45,,00625712600722
0602557044430,10.44,,00602557044430
0040232606625,9.9,,00040232606625
0889854922320,18.7,,00889854922320
0889854675028,11.39,,00889854675028
0045778755929,10.08,,00045778755929
0887828033911,14.25,,00887828033911
0888837374125,3.14,,00888837374125
0050087295745,9.71,,00050087295745
0093624919407,10.09,,00093624919407
0081227935108,55.92,,00081227935108
0677517013023,10.08,,00677517013023
0828768159828,5.94,,00828768159828
0794043197345,10.44,,00794043197345
0078221885225,5.94,,00078221885225
0603497855773,12.4,,00603497855773
0602498627723,10.44,,00602498627723
0602547858047,17.63,,00602547858047
0888751008328,7.15,,00888751008328
0856115004514,6.47,,00856115004514
0886976239619,11.95,,00886976239619
0083061107222,7.15,,00083061107222
0028948327423,15.32,,00028948327423
0888072046764,10.73,,00888072046764
0889853834822,11.28,,00889853834822
4050538415445,10.01,,04050538415445
0889854853822,9.35,,00889854853822
0888751843813,33.46,,00888751843813
0099923664123,10.08,,00099923664123
0614223116020,10.01,,00614223116020
0081227966409,19.14,,00081227966409
0881034189622,8.25,,00881034189622
0602557902327,20.71,,00602557902327
0731454008327,6.67,,00731454008327
0011661805422,10.73,,00011661805422
0889853899128,4.68,,00889853899128
0828766294224,5.94,,00828766294224
0602557951677,15.11,,00602557951677
0886971020625,5.94,,00886971020625
0888750438621,6.84,,00888750438621
0888751053922,9.35,,00888751053922
0602557141580,13.8,,00602557141580
0731454889629,6.67,,00731454889629
0075678193620,3.3,,00075678193620
0098787126518,20.71,,00098787126518
0075678658037,9.5,,00075678658037
0190758883915,13.92,,00190758883915
0767691906126,10.45,,00767691906126
0081227942052,28.09,,00081227942052
0192562621066,9.9,,00192562621066
0602557720808,18.44,,00602557720808
0888072062894,11.86,,00888072062894
0602498878934,5,,00602498878934
0602498361481,7.25,,00602498361481
0050087244446,6.67,,00050087244446
0190295581992,15.5,,00190295581992
0094638241515,17.63,,00094638241515
0857366006067,8.25,,00857366006067
0602557499223,17.63,,00602557499223
0044006785424,2.7,,00044006785424
0724357885829,3.5,,00724357885829
5099923471320,5,,05099923471320
0793018923521,8.25,,00793018923521
0093624905066,12.48,,00093624905066
0843930003976,11.39,,00843930003976
5099994815320,1.1,,05099994815320
0602537939527,14.19,,00602537939527
0094638246527,13.24,,00094638246527
0094638241720,13.24,,00094638241720
0602547919700,10.44,,00602547919700
0888072024649,11.35,,00888072024649
0602557734799,23.1,,00602557734799
0602567006206,10.44,,00602567006206
0825646285877,21.39,,00825646285877
0829619128024,8.25,,00829619128024
0810760030717,8.25,,00810760030717
0602567863212,14.19,,00602567863212
0602547993595,10.44,,00602547993595
0602557349412,21.54,,00602557349412
0887254399421,3.14,,00887254399421
0190758407524,7.15,,00190758407524
0602557205152,23.1,,00602557205152
0602567645900,10.44,,00602567645900
0098787117028,10.08,,00098787117028
0614223105222,10.01,,00614223105222
0614223200125,5.94,,00614223200125
0887254767626,9.35,,00887254767626
0889854165925,9.35,,00889854165925
0600753791660,10.44,,00600753791660
0889854916527,7.98,,00889854916527
0076732563328,3.5,,00076732563328
0840588114870,10.08,,00840588114870
0074646385227,5.94,,00074646385227
0075678663550,10.09,,00075678663550
0888072037113,18.44,,00888072037113
0018771926412,20.71,,00018771926412
0602557018066,18.44,,00602557018066
0602527278551,3.5,,00602527278551
