9781284116564,$1.50 
9781614488323,$2.00 
9780029001516,$1.50 
9781119238720,$3.00 
9781119392200,$5.50 
9781285428765,$2.50 
9781284136562,$2.00 
9781284162776,$3.00 
9781284131062,$3.50 
9781284107029,$3.50 
9781284106909,$3.50 
9781284110524,$2.00 
9781284116588,$0.50 
9781284116564,$1.50 
9781284080179,$0.50 
9781284123241,$3.25 
9781449693008,$2.00 
9781284107272,$3.25 
9781284134186,$2.75 
9781284116809,$1.50 
9781284105315,$3.00 
9781284137279,$0.85 
9781284457025,$2.00 
9781284142259,$3.25 
9781284104882,$1.75 
9781284138610,$2.25 
9781610020244,$3.00 
9781626883277,$1.50 
9781457610240,$1.50 
9781457632976,$2.50 
9781319126780,$3.00 
9780134586342,$0.50 
9781323040966,$2.25 
9780134679433,$2.50 
9780134678733,$8.50 
9780134668499,$5.00 
9780134515212,$3.00 
9780374533939,$4.25 
9781305961548,$1.50 
9780134548616,$5.00 
9781596431010,$3.50 
9781632060433,$3.00 
9780143124955,$1.75 
9780323390828,$3.50 
9780866125086,$3.00 
9780962071072,$3.00 
9780345326492,$2.75 
9780671695880,$2.75 
9780866124447,$3.75 
9780061129766,$3.00 
9780521715157,$2.75 
9781607322269,$1.50 
9781493927111,$2.25 
9781457650659,$1.75 
9781319054717,$1.75 
9781457699931,$2.25 
9781319088125,$0.50 
9780323263481,$1.50 
9781305497450,$2.50 
9781305497481,$3.25 
9780073535807,$0.35 
9780375714719,$2.00 
9780134167398,$3.00 
9780134467221,$1.75 
9780385348430,$0.50 
9780070000506,$3.50 
9780872208759,$4.00 
9780140448993,$2.75 
9781524921422,$1.75 
9780757599958,$1.00 
9781452267982,$2.00 
9781452287300,$2.50 
9781450431651,$2.00 
9781319048877,$2.75 
9780312400873,$3.00 
9780131893412,$2.00 
9781501395352,$2.00 
9781259030796,$3.25 
9780061189036,$2.25 
9781770460829,$3.00 
9781609300531,$3.25 
9781577660613,$2.50 
9781609304010,$2.50 
9780226001395,$5.50 
9780132192910,$3.00 
9780679776390,$5.00 
9781469833859,$2.00 
9781628101652,$4.50 
9781933895512,$2.00 
9780300190885,$1.00 
9781933895468,$3.75 
9781938168383,$2.00 
9780674979680,$3.00 
9781938168345,$1.50 
9780804790512,$1.50 
9781935871026,$1.50 
9780190615222,$1.50 
9780393325546,$5.00 
9780195067743,$2.00 
9780520292499,$1.75 
9781892765017,$1.50 
9781892765437,$2.00 
9781892765505,$1.75 
9781269597425,$5.00 
9781418001339,$5.50 
9781133132370,$2.00 
9780134492049,$2.00 
9780307719225,$2.00 
9780736087285,$1.00 
9780831130862,$5.25 
9780143131342,$2.50 
9780385086165,$1.75 
9780385474559,$2.50 
9780385474542,$3.50 
9780385667838,$3.00 
9780679446231,$3.00 
9780435905255,$3.50 
9780393932195,$2.75 
9780691178240,$4.00 
9781551119922,$3.00 
9780770436735,$3.00 
9780307591548,$2.75 
9780802837172,$2.50 
9781250169440,$2.50 
9781594607530,$4.00 
9780312240509,$2.50 
9781413004168,$2.75 
9781413004175,$2.75 
9781413004182,$2.25 
9781413004199,$2.00 
9780323322249,$2.00 
9781305969377,$2.00 
9781597181853,$1.75 
9780679722137,$1.50 
9781608315758,$1.50 
9780679722120,$2.50 
9781259681271,$3.00 
9781496339065,$2.50 
9781496322890,$2.75 
9781496305169,$1.50 
9781496322869,$2.75 
9780813550022,$2.00 
9780205880843,$4.50 
9781884914348,$3.00 
9780321086174,$3.00 
9781133589228,$3.00 
9780073379234,$5.25 
9780077353711,$4.25 
9780077353735,$2.75 
9781421416670,$2.25 
9781597804547,$2.50 
9780321929679,$2.00 
9780195325591,$2.00 
9780073379227,$1.50 
9780345391803,$4.25 
9780813349022,$3.50 
9781479839520,$4.00 
9780821836781,$4.50 
9780130340528,$5.50 
9780813344508,$4.00 
9780133575217,$1.00 
9780134255163,$2.75 
9780134244631,$3.50 
9780133923612,$2.25 
9781551111292,$2.50 
9780135050491,$3.50 
9780415892940,$4.00 
9781506350455,$1.50 
9781501312830,$2.50 
9781138023345,$3.50 
9781111036485,$5.50 
9780765642912,$3.00 
9781617310607,$4.75 
9781617310584,$3.25 
9781111350246,$2.50 
9780738045900,$2.50 
9780451527394,$3.75 
9780253213600,$2.00 
9780872209091,$2.50 
9780393334166,$2.00 
9780393316544,$1.25 
9780974470641,$4.25 
9780133140514,$4.25 
9780300110777,$3.50 
9780194399791,$5.00 
9780194505284,$3.75 
9780194511230,$1.50 
9780194369763,$3.00 
9780194399784,$2.00 
9780194399777,$2.00 
9780300045611,$2.50 
9780307455925,$1.00 
9781524733131,$3.50 
9781400095209,$4.00 
9781400076949,$2.00 
9781616202415,$2.25 
9780307455918,$2.25 
9781101911761,$3.50 
9781416562603,$1.50 
9780226069357,$4.25 
9780684838236,$2.50 
9781557833730,$3.25 
9781305093546,$2.00 
9780078026515,$2.75 
9780070319905,$2.00 
9780078140969,$3.00 
9780199342365,$2.00 
9780671212094,$2.50 
9780199390489,$3.00 
9780190646257,$3.00 
9780199009626,$2.00 
9780323315791,$4.50 
9781285746425,$1.25 
9781285070568,$2.00 
9781305076518,$0.75 
9781305645349,$1.75 
9780684841885,$2.00 
9780872208674,$4.25 
9780684826813,$4.25 
9780393920659,$5.00 
9780393283174,$2.50 
9780190297084,$3.50 
9780199004195,$3.75 
9781305959903,$2.50 
9781305959989,$3.25 
9780874219890,$4.00 
9781607325772,$4.00 
9781935254621,$4.25 
9780321929532,$2.50 
9781936201891,$5.00 
9780321827333,$2.50 
9780934034401,$3.00 
9780323401302,$2.75 
9780323401296,$1.50 
9780226311449,$1.50 
9780226311470,$3.75 
9780199753635,$3.75 
9780141439365,$4.25 
9780374527051,$0.75 
9780195135923,$2.50 
9780872203907,$2.25 
9780140443332,$4.50 
9780195070088,$3.75 
9780140449990,$3.75 
9781603841900,$2.75 
9780140441123,$4.50 
9780394730905,$4.00 
9781936201938,$3.25 
9781936201877,$1.75 
9781936201952,$2.25 
9780804732185,$2.25 
9780688149499,$1.50 
9780807754085,$6.00 
9780825640179,$4.00 
9780618127498,$4.50 
9780199388462,$2.50 
9780470136720,$2.50 
9781628106886,$3.00 
9780134507101,$2.00 
9780321997838,$6.00 
9780321987303,$0.50 
9780078111587,$2.50 
9780345813824,$3.00 
9781616694005,$1.75 
9781616694074,$2.75 
9781616694265,$1.50 
9780976514732,$3.00 
9781119060604,$3.00 
9781584265412,$3.00 
9781584265405,$0.50 
9780393329605,$3.25 
9780143121923,$1.50 
9780822363194,$3.50 
9780822347255,$4.50 
9780300055832,$5.00 
9781418015367,$5.00 
9781337616669,$3.00 
9781305113589,$2.50 
9781284034790,$2.00 
9781558610651,$2.75 
9780911910612,$1.75 
9781455733668,$2.00 
9780205457427,$2.00 
9781435400368,$6.50 
9781935588054,$4.75 
9780321985200,$3.00 
9781610395984,$3.50 
9781568363998,$2.00 
9781568363844,$2.50 
9781568363851,$3.00 
9780470655887,$5.00 
9780935257052,$3.00 
9781938584671,$4.75 
9780321445018,$3.25 
9780190455163,$3.75 
9781932907452,$3.50 
9780316183307,$2.50 
9780316324465,$1.50 
9781433804601,$3.50 
9780321852991,$3.00 
9780140449709,$3.00 
9780060878139,$3.50 
9781554588275,$3.00 
9781138916050,$4.50 
9781585169429,$5.00 
9781337687362,$4.50 
